iter	Logloss
140	0.007305353776
141	0.007216169782
142	0.007115560969
143	0.007017787153
144	0.006917432095
145	0.006826687433
146	0.006722914176
147	0.006624271249
148	0.006530363869
149	0.006462820306
150	0.006374656572
151	0.006296895193
152	0.006238691667
153	0.006116637649
154	0.006039727152
155	0.005979128604
156	0.005867907507
157	0.005808336304
158	0.005728116784
159	0.005687382698
160	0.005594002824
161	0.005526522825
162	0.005452019047
163	0.005373364622
164	0.005293028303
165	0.005239788751
166	0.005189882357
167	0.005133769772
168	0.005060190345
169	0.005004083812
170	0.00495364984
171	0.004882377988
172	0.004840764148
173	0.004793390159
174	0.004739168307
175	0.00469020401
176	0.00464350836
177	0.004612159239
178	0.004556256027
179	0.004492011649
180	0.004431124822
181	0.004394561336
182	0.004345797296
183	0.004304169508
184	0.004262805461
185	0.004219904946
186	0.004192225848
187	0.004157262586
188	0.004109721818
189	0.004075166042
190	0.004070867499
191	0.004014225873
192	0.003972789121
193	0.003945042997
194	0.003903980823
195	0.00387016211
196	0.003870126307
197	0.003839136924
198	0.003805694746
199	0.003753832155
200	0.003712724375
201	0.00367358139
202	0.003639341414
203	0.003610894544
204	0.003566190002
205	0.003540959009
206	0.003497462251
207	0.00347903835
208	0.003449165696
209	0.003417436059
210	0.003393098465
211	0.003365396601
212	0.003337213164
213	0.003310829307
214	0.003310775936
215	0.003286582111
216	0.003262690414
217	0.003240002684
218	0.003204979638
219	0.0031751065
220	0.003154793483
221	0.00312641224
222	0.003101695227
223	0.003069059863
224	0.003043488127
225	0.003043458114
226	0.003015159895
227	0.002983365236
228	0.002950394845
229	0.002937637234
230	0.00291884312
231	0.002918830505
232	0.002918754893
233	0.002918502009
234	0.002918461935
235	0.002918126573
236	0.002918074837
237	0.002918059581
238	0.002898363524
239	0.002898302298
240	0.002898287898
241	0.00289823172
242	0.002880381381
243	0.002860721293
244	0.00283680172
245	0.00283680172
246	0.002836789402
247	0.0028367257
248	0.0028367257
249	0.002836711996
250	0.002828765047
251	0.002828765047
252	0.002810079835
253	0.002810039413
254	0.002790351348
255	0.002765673041
256	0.002741751378
257	0.002735292445
258	0.002735249466
259	0.002735204958
260	0.002717778803
261	0.002689986929
262	0.00268996427
263	0.002662516604
264	0.002662246354
265	0.002637871299
266	0.002637841558
267	0.002637787629
268	0.002635073499
269	0.00263502467
270	0.002635011498
271	0.002634996412
272	0.002618520449
273	0.002618465759
274	0.002618399973
275	0.002618341116
276	0.002618295508
277	0.002600299849
278	0.002600293451
279	0.00260026619
280	0.002600238937
281	0.002599830758
282	0.002599823401
283	0.002599805197
284	0.002599796914
285	0.002599782598
286	0.002599770012
287	0.002579968059
288	0.002565357424
289	0.002565352738
290	0.002565352738
291	0.002565310657
292	0.002565285087
293	0.00256527866
294	0.002565252845
295	0.002565138539
296	0.00256506118
297	0.002565019209
298	0.002565004928
299	0.002564989268
300	0.002564963708
301	0.00256479199
302	0.002550407618
303	0.002550387866
304	0.002550341283
305	0.002547398943
306	0.002547386868
307	0.002547348828
308	0.002547149578
309	0.002547136916
310	0.002546838697
311	0.002527081003
312	0.002509695312
313	0.002490511928
314	0.0024905044
315	0.002490465534
316	0.002478788673
317	0.002459529342
318	0.002445785726
319	0.002445775262
320	0.002445766638
321	0.002445762506
322	0.002436261818
323	0.002436261818
324	0.002436254668
325	0.002436216221
326	0.002436211987
327	0.002436207754
328	0.002436198312
329	0.002436191084
330	0.002435945267
331	0.002435934365
332	0.002435924927
333	0.002435916841
334	0.002435910155
335	0.002435900552
336	0.002435807654
337	0.002435766628
338	0.002435757192
339	0.002435483908
340	0.002425927871
341	0.002425893448
342	0.002399912842
343	0.002399897667
344	0.002396804659
345	0.002396788672
346	0.002396754641
347	0.00239673584
348	0.002396717044
349	0.002396713008
350	0.002396713008
351	0.002396683215
352	0.002396643764
353	0.002396609761
354	0.002396577831
355	0.002396346769
356	0.002396302038
357	0.002396293637
358	0.002380416947
359	0.002367200099
360	0.002367134977
361	0.002367131045
362	0.0023670861
363	0.002367063578
364	0.002367027905
365	0.002367013459
366	0.002366828356
367	0.002346431032
368	0.002346414819
369	0.002346395257
370	0.002346373132
371	0.002346340998
372	0.00234633221
373	0.002346148358
374	0.002346139393
375	0.002346133869
376	0.002346129484
377	0.002346108952
378	0.002346086227
379	0.002346086227
380	0.002345668315
381	0.002345646452
382	0.002337349823
383	0.002337156731
384	0.002337140624
385	0.002337140624
386	0.002337095434
387	0.002337087927
388	0.00233701378
389	0.002336977988
390	0.002336969582
391	0.002336910882
392	0.002336899992
393	0.002333208712
394	0.002333162284
395	0.002333131548
396	0.002333059626
397	0.002333034022
398	0.002333024031
399	0.002332934271
